conversation_id,scenario,scenario_family,intent,customer_speaker,customer_gender,agent_speaker,agent_gender,customer_persona,agent_persona,num_turns,resolution_status,escalated,split
conv_0189,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,aiden,male,ono_anna,female,Vikram,Meera,7,resolved,False,train
conv_0190,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,vivian,female,uncle_fu,male,Fatima,Rahul,8,resolved,False,train
conv_0191,PASSWORD_RESET,Authentication,PASSWORD_RESET,ono_anna,female,dylan,male,Ananya,Vivek,8,resolved,False,train
conv_0192,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,eric,male,aiden,male,Rohan,Vivek,8,resolved,False,train
conv_0193,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,ono_anna,female,vivian,female,Fatima,Meera,8,resolved,False,train
conv_0194,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,dylan,male,ono_anna,female,Aarav,Sneha,8,resolved,False,train
conv_0195,LOGIN_ISSUE,Authentication,LOGIN_ISSUE,sohee,female,ono_anna,female,Sana,Pooja,8,resolved,False,train
conv_0196,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,uncle_fu,male,ono_anna,female,Arjun,Sneha,8,resolved,False,train
conv_0197,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,ono_anna,female,sohee,female,Priya,Sneha,8,resolved,False,train
conv_0198,EMAIL_CHANGE,Profile Management,EMAIL_CHANGE,aiden,male,ryan,male,Nikhil,Karan,9,resolved,False,train
conv_0199,CARD_UNBLOCK,Card Security,CARD_UNBLOCK,ono_anna,female,dylan,male,Neha,Rahul,8,resolved,False,train
conv_0200,PAYMENT_REVERSED,Payments,PAYMENT_REVERSED,eric,male,sohee,female,Rahul,Pooja,8,resolved,False,train
conv_0201,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,vivian,female,uncle_fu,male,Priya,Vivek,8,resolved,False,train
conv_0202,REFUND_NOT_RECEIVED,Refunds,REFUND_NOT_RECEIVED,serena,female,sohee,female,Priya,Anita,8,resolved,False,train
conv_0203,BENEFICIARY_ADD,Transfers,BENEFICIARY_ADD,sohee,female,ono_anna,female,Aditi,Pooja,9,resolved,False,train
conv_0204,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,sohee,female,dylan,male,Ananya,Vivek,8,resolved,False,train
conv_0205,PAYMENT_REVERSED,Payments,PAYMENT_REVERSED,sohee,female,ono_anna,female,Sana,Riya,8,resolved,False,train
conv_0206,UNRECOGNIZED_TRANSACTION,Fraud,UNRECOGNIZED_TRANSACTION,sohee,female,serena,female,Neha,Sneha,8,resolved,False,train
conv_0207,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,uncle_fu,male,aiden,male,Aarav,Rahul,8,resolved,False,train
conv_0208,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,uncle_fu,male,aiden,male,Arjun,Vivek,8,resolved,False,train
conv_0209,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,vivian,female,ryan,male,Meera,Rahul,8,resolved,False,train
conv_0210,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,ono_anna,female,vivian,female,Neha,Riya,8,resolved,False,train
conv_0211,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,uncle_fu,male,ono_anna,female,Aarav,Sneha,7,resolved,False,train
conv_0212,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,sohee,female,vivian,female,Ananya,Meera,8,resolved,False,train
conv_0213,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,sohee,female,dylan,male,Sana,Vivek,7,resolved,False,train
conv_0214,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,ono_anna,female,sohee,female,Priya,Pooja,8,resolved,False,train
conv_0215,ACCOUNT_CLOSURE,Account Management,ACCOUNT_CLOSURE,ryan,male,vivian,female,Arjun,Anita,8,resolved,False,train
conv_0216,CARD_BLOCK,Card Security,CARD_BLOCK,dylan,male,sohee,female,Rohan,Aisha,8,resolved,False,train
conv_0217,REFUND_PENDING,Refunds,REFUND_PENDING,sohee,female,ono_anna,female,Priya,Sneha,8,resolved,False,train
conv_0218,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,vivian,female,aiden,male,Priya,Vivek,8,resolved,False,train
conv_0219,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,uncle_fu,male,ryan,male,Vikram,Vivek,8,resolved,False,train
conv_0220,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,serena,female,sohee,female,Kavya,Aisha,8,resolved,False,train
conv_0221,FRAUD_DISPUTE,Fraud,FRAUD_DISPUTE,serena,female,sohee,female,Sana,Pooja,9,resolved,False,train
conv_0222,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,ryan,male,vivian,female,Aarav,Riya,8,resolved,False,train
conv_0223,PASSWORD_RESET,Authentication,PASSWORD_RESET,ryan,male,vivian,female,Rohan,Riya,8,resolved,False,train
conv_0224,UNRECOGNIZED_TRANSACTION,Fraud,UNRECOGNIZED_TRANSACTION,vivian,female,eric,male,Sana,Arjun,8,resolved,False,train
conv_0225,CARD_DELIVERY_STATUS,Card Delivery,CARD_DELIVERY_STATUS,ono_anna,female,serena,female,Aditi,Aisha,8,resolved,False,train
conv_0226,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,ono_anna,female,eric,male,Neha,Vivek,8,resolved,False,train
conv_0227,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,serena,female,vivian,female,Fatima,Meera,10,resolved,False,train
conv_0228,FRAUD_DISPUTE,Fraud,FRAUD_DISPUTE,sohee,female,serena,female,Aditi,Meera,9,resolved,False,train
conv_0229,PASSWORD_RESET,Authentication,PASSWORD_RESET,uncle_fu,male,aiden,male,Vikram,Karan,8,resolved,False,train
conv_0230,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,vivian,female,ryan,male,Ananya,Karan,7,resolved,False,train
conv_0231,MERCHANT_DISPUTE,Disputes,MERCHANT_DISPUTE,serena,female,ono_anna,female,Meera,Sneha,8,resolved,False,train
conv_0232,UNRECOGNIZED_TRANSACTION,Fraud,UNRECOGNIZED_TRANSACTION,aiden,male,sohee,female,Rahul,Sneha,8,resolved,False,train
conv_0233,ACCOUNT_BALANCE_QUERY,Account Information,ACCOUNT_BALANCE_QUERY,sohee,female,eric,male,Ananya,Vivek,7,resolved,False,train
conv_0234,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,dylan,male,vivian,female,Aarav,Riya,7,resolved,False,train
conv_0235,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,sohee,female,dylan,male,Neha,Arjun,7,resolved,False,train
conv_0236,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,aiden,male,ryan,male,Vikram,Rahul,7,resolved,False,train
conv_0237,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,sohee,female,ono_anna,female,Kavya,Sneha,8,resolved,False,train
conv_0238,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,aiden,male,sohee,female,Aarav,Aisha,10,resolved,False,train
conv_0239,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,uncle_fu,male,sohee,female,Rahul,Sneha,9,resolved,False,train
conv_0240,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,vivian,female,sohee,female,Neha,Sneha,8,resolved,False,train
conv_0241,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,aiden,male,ono_anna,female,Vikram,Aisha,8,resolved,False,train
conv_0242,PHONE_NUMBER_CHANGE,Profile Management,PHONE_NUMBER_CHANGE,vivian,female,dylan,male,Kavya,Karan,9,resolved,False,train
conv_0243,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,eric,male,ono_anna,female,Aarav,Aisha,8,resolved,False,train
conv_0244,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,ryan,male,dylan,male,Nikhil,Rahul,8,resolved,False,train
conv_0245,CARD_LIMIT_INCREASE,Card Management,CARD_LIMIT_INCREASE,eric,male,sohee,female,Arjun,Aisha,8,resolved,False,train
conv_0246,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,ryan,male,vivian,female,Rahul,Meera,8,resolved,False,train
conv_0247,BIOMETRIC_LOGIN_ISSUE,Authentication,BIOMETRIC_LOGIN_ISSUE,serena,female,ono_anna,female,Priya,Anita,8,resolved,False,train
conv_0248,REFUND_REQUEST,Refunds,REFUND_REQUEST,dylan,male,uncle_fu,male,Aarav,Vivek,8,resolved,False,train
conv_0249,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,vivian,female,serena,female,Meera,Sneha,9,resolved,False,train
conv_0250,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,uncle_fu,male,eric,male,Rahul,Rahul,10,resolved,False,train
conv_0251,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,dylan,male,eric,male,Ishaan,Rahul,7,resolved,False,train
conv_0252,ADDRESS_CHANGE,Profile Management,ADDRESS_CHANGE,vivian,female,ryan,male,Fatima,Karan,9,resolved,False,train
conv_0253,PHONE_NUMBER_CHANGE,Profile Management,PHONE_NUMBER_CHANGE,eric,male,dylan,male,Nikhil,Karan,9,resolved,False,train
conv_0254,ACCOUNT_BALANCE_QUERY,Account Information,ACCOUNT_BALANCE_QUERY,aiden,male,eric,male,Vikram,Karan,7,resolved,False,train
conv_0255,ADDRESS_CHANGE,Profile Management,ADDRESS_CHANGE,ono_anna,female,serena,female,Ananya,Sneha,9,resolved,False,train
conv_0256,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,serena,female,ono_anna,female,Aditi,Sneha,8,resolved,False,train
conv_0257,UNRECOGNIZED_TRANSACTION,Fraud,UNRECOGNIZED_TRANSACTION,ono_anna,female,sohee,female,Ananya,Anita,8,resolved,False,train
conv_0258,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,vivian,female,ono_anna,female,Fatima,Riya,8,resolved,False,train
conv_0259,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,aiden,male,eric,male,Aarav,Karan,8,resolved,False,train
conv_0260,CHARGEBACK_REQUEST,Disputes,CHARGEBACK_REQUEST,ryan,male,vivian,female,Rahul,Aisha,8,resolved,False,train
conv_0261,FRAUD_DISPUTE,Fraud,FRAUD_DISPUTE,uncle_fu,male,vivian,female,Vikram,Pooja,9,resolved,False,train
conv_0262,REFUND_NOT_RECEIVED,Refunds,REFUND_NOT_RECEIVED,dylan,male,uncle_fu,male,Aarav,Vivek,8,resolved,False,train
conv_0263,CARD_BLOCK,Card Security,CARD_BLOCK,dylan,male,uncle_fu,male,Nikhil,Rahul,8,resolved,False,train
conv_0264,BIOMETRIC_LOGIN_ISSUE,Authentication,BIOMETRIC_LOGIN_ISSUE,aiden,male,vivian,female,Aarav,Pooja,8,resolved,False,train
conv_0265,PAYMENT_DUE_DATE_QUERY,Payments,PAYMENT_DUE_DATE_QUERY,dylan,male,ryan,male,Rahul,Karan,7,resolved,False,train
conv_0266,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,dylan,male,serena,female,Rahul,Riya,7,resolved,False,train
conv_0267,ACCOUNT_CLOSURE,Account Management,ACCOUNT_CLOSURE,aiden,male,serena,female,Arjun,Anita,8,resolved,False,train
conv_0268,CARD_BLOCK,Card Security,CARD_BLOCK,serena,female,ono_anna,female,Aditi,Riya,8,resolved,False,train
conv_0269,PAYMENT_REVERSED,Payments,PAYMENT_REVERSED,uncle_fu,male,serena,female,Rahul,Sneha,8,resolved,False,train
conv_0270,CARD_LIMIT_INCREASE,Card Management,CARD_LIMIT_INCREASE,sohee,female,ono_anna,female,Priya,Aisha,8,resolved,False,train
conv_0271,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,ryan,male,ono_anna,female,Vikram,Meera,8,resolved,False,train
conv_0272,PAYMENT_REVERSED,Payments,PAYMENT_REVERSED,serena,female,ono_anna,female,Neha,Aisha,8,resolved,False,train
conv_0273,REFUND_NOT_RECEIVED,Refunds,REFUND_NOT_RECEIVED,sohee,female,serena,female,Priya,Pooja,8,resolved,False,train
conv_0274,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,dylan,male,uncle_fu,male,Aarav,Karan,8,resolved,False,train
conv_0275,CARD_LIMIT_DECREASE,Card Management,CARD_LIMIT_DECREASE,ono_anna,female,serena,female,Ananya,Anita,7,resolved,False,train
conv_0276,REFUND_REQUEST,Refunds,REFUND_REQUEST,serena,female,vivian,female,Priya,Riya,8,resolved,False,train
conv_0277,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,sohee,female,ryan,male,Sana,Rahul,8,resolved,False,train
conv_0278,REFUND_PENDING,Refunds,REFUND_PENDING,sohee,female,dylan,male,Aditi,Arjun,8,resolved,False,train
conv_0279,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,dylan,male,uncle_fu,male,Rohan,Karan,10,resolved,False,train
conv_0280,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,sohee,female,aiden,male,Kavya,Arjun,8,resolved,False,train
conv_0281,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,uncle_fu,male,serena,female,Nikhil,Aisha,8,resolved,False,train
conv_0282,FEE_CHARGED_QUERY,Fees,FEE_CHARGED_QUERY,ryan,male,ono_anna,female,Nikhil,Aisha,8,resolved,False,train
conv_0283,ACCOUNT_REOPENING,Account Management,ACCOUNT_REOPENING,eric,male,serena,female,Rohan,Riya,8,resolved,False,train
conv_0284,CURRENCY_CONVERSION_QUERY,International Services,CURRENCY_CONVERSION_QUERY,vivian,female,serena,female,Neha,Sneha,7,resolved,False,train
conv_0285,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,ryan,male,serena,female,Rahul,Pooja,8,resolved,False,train
conv_0286,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,serena,female,ono_anna,female,Kavya,Pooja,8,resolved,False,train
conv_0287,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,sohee,female,serena,female,Sana,Meera,8,resolved,False,train
conv_0288,ACCOUNT_CLOSURE,Account Management,ACCOUNT_CLOSURE,uncle_fu,male,ono_anna,female,Arjun,Pooja,8,resolved,False,train
conv_0289,FEE_CHARGED_QUERY,Fees,FEE_CHARGED_QUERY,sohee,female,ryan,male,Meera,Arjun,8,resolved,False,train
conv_0290,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,uncle_fu,male,serena,female,Nikhil,Anita,8,resolved,False,train
conv_0291,PHONE_NUMBER_CHANGE,Profile Management,PHONE_NUMBER_CHANGE,vivian,female,serena,female,Priya,Pooja,9,resolved,False,train
conv_0292,FRAUD_DISPUTE,Fraud,FRAUD_DISPUTE,sohee,female,uncle_fu,male,Fatima,Rahul,9,resolved,False,train
conv_0293,CHARGEBACK_REQUEST,Disputes,CHARGEBACK_REQUEST,serena,female,uncle_fu,male,Aditi,Rahul,8,resolved,False,train
conv_0294,BENEFICIARY_ADD,Transfers,BENEFICIARY_ADD,aiden,male,serena,female,Aarav,Riya,9,resolved,False,train
conv_0295,LOGIN_ISSUE,Authentication,LOGIN_ISSUE,sohee,female,aiden,male,Priya,Rahul,8,resolved,False,train
conv_0296,BENEFICIARY_ADD,Transfers,BENEFICIARY_ADD,vivian,female,serena,female,Kavya,Sneha,9,resolved,False,train
conv_0297,DUPLICATE_CHARGE,Payments,DUPLICATE_CHARGE,serena,female,uncle_fu,male,Fatima,Karan,8,resolved,False,train
conv_0298,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,dylan,male,serena,female,Nikhil,Meera,9,resolved,False,train
conv_0299,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,vivian,female,eric,male,Meera,Rahul,9,resolved,False,train
conv_0300,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,ono_anna,female,serena,female,Fatima,Pooja,7,resolved,False,train
conv_0301,REFUND_REQUEST,Refunds,REFUND_REQUEST,serena,female,vivian,female,Meera,Pooja,8,resolved,False,train
conv_0302,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,aiden,male,sohee,female,Arjun,Pooja,8,resolved,False,train
conv_0303,BANK_TRANSFER_FAILED,Transfers,BANK_TRANSFER_FAILED,ryan,male,dylan,male,Arjun,Karan,8,resolved,False,train
conv_0304,CHARGEBACK_REQUEST,Disputes,CHARGEBACK_REQUEST,aiden,male,vivian,female,Rohan,Riya,8,resolved,False,train
conv_0305,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,uncle_fu,male,ryan,male,Arjun,Karan,8,resolved,False,train
conv_0306,PASSWORD_RESET,Authentication,PASSWORD_RESET,vivian,female,serena,female,Kavya,Pooja,8,resolved,False,train
conv_0307,PASSWORD_RESET,Authentication,PASSWORD_RESET,sohee,female,serena,female,Ananya,Riya,8,resolved,False,train
conv_0308,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,eric,male,dylan,male,Vikram,Karan,7,resolved,False,train
conv_0309,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,serena,female,ryan,male,Aditi,Karan,8,resolved,False,train
conv_0310,CARD_LIMIT_INCREASE,Card Management,CARD_LIMIT_INCREASE,dylan,male,uncle_fu,male,Nikhil,Vivek,8,resolved,False,train
conv_0311,PAYMENT_PENDING,Payments,PAYMENT_PENDING,dylan,male,serena,female,Ishaan,Meera,8,resolved,False,train
conv_0312,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,ryan,male,sohee,female,Rohan,Riya,10,resolved,False,train
conv_0313,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,serena,female,uncle_fu,male,Ananya,Arjun,10,resolved,False,train
conv_0314,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,ono_anna,female,vivian,female,Kavya,Meera,7,resolved,False,train
conv_0315,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,vivian,female,dylan,male,Sana,Rahul,10,resolved,False,train
conv_0316,PAYMENT_PENDING,Payments,PAYMENT_PENDING,uncle_fu,male,aiden,male,Nikhil,Arjun,8,resolved,False,train
conv_0317,CARD_BLOCK,Card Security,CARD_BLOCK,serena,female,uncle_fu,male,Aditi,Karan,8,resolved,False,train
conv_0318,CARD_BLOCK,Card Security,CARD_BLOCK,serena,female,dylan,male,Neha,Arjun,8,resolved,False,train
conv_0319,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,sohee,female,dylan,male,Priya,Karan,8,resolved,False,train
conv_0320,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,eric,male,dylan,male,Nikhil,Rahul,8,resolved,False,train
conv_0321,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,uncle_fu,male,serena,female,Vikram,Pooja,7,resolved,False,train
conv_0322,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,sohee,female,ono_anna,female,Kavya,Pooja,8,resolved,False,train
conv_0323,FRAUD_DISPUTE,Fraud,FRAUD_DISPUTE,vivian,female,dylan,male,Meera,Arjun,9,resolved,False,train
conv_0324,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,vivian,female,uncle_fu,male,Fatima,Vivek,7,resolved,False,train
conv_0325,CARD_NOT_RECEIVED,Card Delivery,CARD_NOT_RECEIVED,aiden,male,vivian,female,Nikhil,Sneha,8,resolved,False,train
conv_0326,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,vivian,female,serena,female,Priya,Anita,8,resolved,False,train
conv_0327,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,aiden,male,vivian,female,Rahul,Anita,7,resolved,False,train
conv_0328,MERCHANT_DISPUTE,Disputes,MERCHANT_DISPUTE,dylan,male,sohee,female,Vikram,Meera,8,resolved,False,train
conv_0329,REFUND_REQUEST,Refunds,REFUND_REQUEST,vivian,female,ryan,male,Kavya,Arjun,8,resolved,False,train
conv_0330,CHARGEBACK_REQUEST,Disputes,CHARGEBACK_REQUEST,vivian,female,serena,female,Fatima,Sneha,8,resolved,False,train
conv_0331,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,serena,female,ono_anna,female,Aditi,Meera,8,resolved,False,train
conv_0332,ACCOUNT_STATEMENT,Account Information,ACCOUNT_STATEMENT,sohee,female,ono_anna,female,Meera,Meera,8,resolved,False,train
conv_0333,EMAIL_CHANGE,Profile Management,EMAIL_CHANGE,sohee,female,vivian,female,Priya,Meera,9,resolved,False,train
conv_0334,CARD_BLOCK,Card Security,CARD_BLOCK,dylan,male,ryan,male,Rahul,Arjun,8,resolved,False,train
conv_0335,CURRENCY_CONVERSION_QUERY,International Services,CURRENCY_CONVERSION_QUERY,eric,male,sohee,female,Nikhil,Sneha,7,resolved,False,train
conv_0336,ACCOUNT_TRANSACTION_HISTORY,Account Information,ACCOUNT_TRANSACTION_HISTORY,eric,male,aiden,male,Ishaan,Karan,7,resolved,False,train
conv_0337,BANK_TRANSFER_PENDING,Transfers,BANK_TRANSFER_PENDING,sohee,female,serena,female,Sana,Riya,8,resolved,False,train
conv_0338,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,eric,male,ono_anna,female,Nikhil,Riya,8,resolved,False,train
conv_0339,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,serena,female,sohee,female,Priya,Sneha,8,resolved,False,train
conv_0340,PAYMENT_DUE_DATE_QUERY,Payments,PAYMENT_DUE_DATE_QUERY,aiden,male,ono_anna,female,Nikhil,Aisha,7,resolved,False,train
conv_0341,SUBSCRIPTION_CANCELLATION,Subscriptions,SUBSCRIPTION_CANCELLATION,ono_anna,female,dylan,male,Kavya,Karan,8,resolved,False,train
conv_0342,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,uncle_fu,male,ryan,male,Aarav,Arjun,9,resolved,False,train
conv_0343,BIOMETRIC_LOGIN_ISSUE,Authentication,BIOMETRIC_LOGIN_ISSUE,eric,male,sohee,female,Vikram,Riya,8,resolved,False,train
conv_0344,PAYMENT_PENDING,Payments,PAYMENT_PENDING,ono_anna,female,sohee,female,Kavya,Meera,8,resolved,False,train
conv_0345,OTP_NOT_RECEIVED,Authentication,OTP_NOT_RECEIVED,sohee,female,uncle_fu,male,Aditi,Arjun,8,resolved,False,train
conv_0346,PAYMENT_DUE_DATE_QUERY,Payments,PAYMENT_DUE_DATE_QUERY,eric,male,uncle_fu,male,Vikram,Vivek,7,resolved,False,train
conv_0347,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,eric,male,sohee,female,Arjun,Riya,8,resolved,False,train
conv_0348,REFUND_NOT_RECEIVED,Refunds,REFUND_NOT_RECEIVED,serena,female,eric,male,Kavya,Rahul,8,resolved,False,train
conv_0349,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,vivian,female,dylan,male,Fatima,Vivek,7,resolved,False,train
conv_0350,REFUND_REQUEST,Refunds,REFUND_REQUEST,ono_anna,female,vivian,female,Ananya,Aisha,8,resolved,False,train
conv_0351,CASHBACK_MISSING,Rewards,CASHBACK_MISSING,eric,male,ono_anna,female,Rohan,Anita,8,resolved,False,validation
conv_0352,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,aiden,male,ono_anna,female,Rohan,Pooja,7,resolved,False,validation
conv_0353,PAYMENT_FAILED,Payments,PAYMENT_FAILED,ono_anna,female,vivian,female,Priya,Riya,8,resolved,False,validation
conv_0354,TRANSFER_CANCELLATION,Transfers,TRANSFER_CANCELLATION,ono_anna,female,sohee,female,Priya,Pooja,8,resolved,False,validation
conv_0355,PAYMENT_DUE_DATE_QUERY,Payments,PAYMENT_DUE_DATE_QUERY,vivian,female,sohee,female,Fatima,Anita,7,resolved,False,validation
conv_0356,ACCOUNT_BALANCE_QUERY,Account Information,ACCOUNT_BALANCE_QUERY,ono_anna,female,vivian,female,Neha,Riya,7,resolved,False,validation
conv_0357,PAYMENT_DUE_DATE_QUERY,Payments,PAYMENT_DUE_DATE_QUERY,dylan,male,vivian,female,Vikram,Sneha,7,resolved,False,validation
conv_0358,BIOMETRIC_LOGIN_ISSUE,Authentication,BIOMETRIC_LOGIN_ISSUE,ono_anna,female,vivian,female,Meera,Pooja,8,resolved,False,validation
conv_0359,REWARD_POINTS_QUERY,Rewards,REWARD_POINTS_QUERY,ono_anna,female,aiden,male,Aditi,Karan,7,resolved,False,validation
conv_0360,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,ryan,male,sohee,female,Ishaan,Meera,8,resolved,False,validation
conv_0361,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,uncle_fu,male,ono_anna,female,Aarav,Anita,8,resolved,False,validation
conv_0362,CARD_ACTIVATION,Card Management,CARD_ACTIVATION,ono_anna,female,ryan,male,Meera,Rahul,8,resolved,False,validation
conv_0363,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,ono_anna,female,sohee,female,Meera,Anita,10,resolved,False,validation
conv_0364,REWARD_REDEMPTION,Rewards,REWARD_REDEMPTION,uncle_fu,male,eric,male,Rahul,Karan,8,resolved,False,validation
conv_0365,BENEFICIARY_REMOVE,Transfers,BENEFICIARY_REMOVE,sohee,female,dylan,male,Priya,Rahul,9,resolved,False,validation
conv_0366,CARD_PIN_RESET,Card Management,CARD_PIN_RESET,vivian,female,ono_anna,female,Fatima,Sneha,8,resolved,False,validation
conv_0367,CARD_REPLACEMENT,Card Management,CARD_REPLACEMENT,serena,female,dylan,male,Neha,Karan,10,resolved,False,validation
conv_0368,CARD_SECURITY_ALERT,Card Security,CARD_SECURITY_ALERT,eric,male,serena,female,Aarav,Pooja,8,resolved,False,validation
conv_0369,ADDRESS_CHANGE,Profile Management,ADDRESS_CHANGE,vivian,female,aiden,male,Kavya,Vivek,9,resolved,False,validation
conv_0370,PAYMENT_CONFIRMATION,Payments,PAYMENT_CONFIRMATION,uncle_fu,male,aiden,male,Ishaan,Karan,7,resolved,False,validation
conv_0371,ACCOUNT_CLOSURE,Account Management,ACCOUNT_CLOSURE,aiden,male,serena,female,Arjun,Riya,8,resolved,False,validation
conv_0372,ACCOUNT_LOCKED,Authentication,ACCOUNT_LOCKED,eric,male,vivian,female,Vikram,Aisha,8,resolved,False,validation
conv_0373,ACCOUNT_REOPENING,Account Management,ACCOUNT_REOPENING,aiden,male,ryan,male,Nikhil,Vivek,8,resolved,False,validation
conv_0374,FOREIGN_TRANSACTION_QUERY,International Services,FOREIGN_TRANSACTION_QUERY,serena,female,ono_anna,female,Kavya,Anita,7,resolved,False,validation
conv_0375,INTEREST_RATE_QUERY,Account Information,INTEREST_RATE_QUERY,sohee,female,uncle_fu,male,Aditi,Vivek,7,resolved,False,validation
conv_0376,CASH_WITHDRAWAL_ISSUE,Cash Withdrawal,CASH_WITHDRAWAL_ISSUE,sohee,female,serena,female,Meera,Pooja,10,resolved,False,validation
conv_0377,CARD_UNBLOCK,Card Security,CARD_UNBLOCK,aiden,male,serena,female,Arjun,Riya,8,resolved,False,validation
conv_0378,CARD_BLOCK,Card Security,CARD_BLOCK,serena,female,ryan,male,Aditi,Rahul,8,resolved,False,validation
